"withReplication","logRPKMstd","locus_tag"
"codirectional",-0.783934766707522,"U712_01175"
"codirectional",-0.755376189940593,"U712_01180"
"codirectional",0.970932443399687,"U712_01185"
"head-on",-1.28413130868549,"U712_01190"
"head-on",0.0329084414828242,"U712_01195"
"head-on",0.269588036044738,"U712_01200"
"codirectional",0.110163470409008,"U712_01205"
"codirectional",-0.0980173067834138,"U712_01210"
"codirectional",-0.805984744422926,"U712_01215"
"head-on",-0.309597445111383,"U712_01220"
"head-on",-0.571280728896177,"U712_01225"
"codirectional",-3.86617657619456,"U712_01230"
"head-on",-1.53304375459014,"U712_01235"
"codirectional",-0.280281192841498,"U712_01245"
"codirectional",-0.111371791568034,"U712_01250"
"codirectional",-1.30617676061899,"U712_01260"
"codirectional",-1.03666891847674,"U712_01265"
"codirectional",-1.7690212928844,"U712_01270"
"codirectional",0.315616029823438,"U712_01275"
"codirectional",-0.738501631983807,"U712_01280"
"head-on",-0.281275431785469,"U712_01285"
"codirectional",0.0770261934982907,"U712_01290"
"codirectional",0.0915118579529142,"U712_01295"
"codirectional",0.107915176650925,"U712_01300"
"codirectional",-0.457418800166948,"U712_01305"
"codirectional",-0.291269825728972,"U712_01310"
"codirectional",-0.124235970476038,"U712_01315"
"codirectional",-0.169090676456273,"U712_01320"
"head-on",0.493723018315906,"U712_01325"
"codirectional",-1.13008439280219,"U712_01330"
"codirectional",-1.07539351754416,"U712_01335"
"codirectional",-0.351131193850806,"U712_01340"
"codirectional",-1.37864857229673,"U712_01345"
"codirectional",-1.35371141934119,"U712_01350"
"codirectional",-1.00638475288258,"U712_01355"
"codirectional",-0.793718342994411,"U712_01360"
"head-on",-0.772502839525036,"U712_01365"
"codirectional",-0.686112220498146,"U712_01370"
"head-on",0.680894808966361,"U712_01375"
"head-on",0.705458170576134,"U712_01380"
"head-on",-1.98601245345649,"U712_01385"
"codirectional",-0.895673536448751,"U712_01390"
"codirectional",-0.383831248251451,"U712_01395"
"head-on",-0.376922008257628,"U712_01400"
"codirectional",1.12615001077808,"U712_01405"
"head-on",-0.0785176283435754,"U712_01410"
"head-on",-0.166776120948828,"U712_01415"
"codirectional",0.223812538105623,"U712_01420"
"codirectional",0.2408915249874,"U712_01425"
"codirectional",-0.0571172482311249,"U712_01430"
"head-on",0.536836456401111,"U712_01435"
"codirectional",-0.292409419935302,"U712_01440"
"codirectional",-0.0891521225179749,"U712_01445"
"head-on",-0.00170010753758448,"U712_01450"
"codirectional",0.0819824344206269,"U712_01460"
"codirectional",0.0187053431109785,"U712_01465"
"codirectional",0.756025311027695,"U712_01470"
"codirectional",0.405957696242326,"U712_01475"
"codirectional",0.321049737752725,"U712_01480"
"head-on",-0.216015724306173,"U712_01485"
"codirectional",0.855820637671351,"U712_01490"
"codirectional",0.995476329542068,"U712_01495"
"codirectional",1.06592685683884,"U712_01500"
"codirectional",1.13020487595074,"U712_01505"
"codirectional",0.247958925862999,"U712_01510"
"codirectional",0.0254939206838244,"U712_01520"
"head-on",-0.827070149885178,"U712_01525"
"head-on",0.301085710104421,"U712_01530"
"codirectional",1.1226502071983,"U712_01535"
"codirectional",1.17933884147274,"U712_01540"
"codirectional",1.24511516455383,"U712_01545"
"head-on",-0.91853777457781,"U712_01550"
"codirectional",-1.00726860427869,"U712_01555"
"codirectional",0.13888551741567,"U712_01560"
"codirectional",0.254347529848638,"U712_01565"
"head-on",-2.11271683196184,"U712_01570"
"codirectional",-0.517121727206526,"U712_01575"
"codirectional",-0.593680029825154,"U712_01580"
"head-on",0.831217307886397,"U712_01585"
"codirectional",0.240668764015554,"U712_01590"
"codirectional",0.283950240799642,"U712_01595"
"codirectional",0.150624095021677,"U712_01600"
"head-on",-1.19844147074612,"U712_01605"
"codirectional",-1.60503266135721,"U712_01610"
"codirectional",1.19105999480092,"U712_01615"
"head-on",-0.194807978634337,"U712_01620"
"codirectional",0.19591524187942,"U712_01625"
"head-on",-0.818515855509472,"U712_01630"
"codirectional",-0.166568924569796,"U712_01635"
"codirectional",-0.0704198733480303,"U712_01640"
"codirectional",-0.0470448904688572,"U712_01645"
"codirectional",0.0226143621308696,"U712_01655"
"codirectional",0.649080126190137,"U712_01660"
"codirectional",-0.0319105010791272,"U712_01665"
"head-on",0.42432909324828,"U712_01670"
"head-on",0.328632192142797,"U712_01675"
"codirectional",-0.436827414490173,"U712_01685"
"head-on",0.332004557855056,"U712_01690"
"head-on",0.211716168057675,"U712_01695"
"head-on",-0.854394379945266,"U712_01700"
"head-on",-1.71824449706605,"U712_01705"
"head-on",-1.36852298640659,"U712_01710"
"codirectional",-0.535248238825369,"U712_01715"
"codirectional",-1.46503380410382,"U712_01720"
"codirectional",-1.58657458321064,"U712_01725"
"codirectional",-1.49505395235859,"U712_01730"
"codirectional",-1.23998179740409,"U712_01735"
"head-on",0.813346204977869,"U712_01740"
"head-on",0.862555010775943,"U712_01745"
"codirectional",-1.09062044645183,"U712_01750"
"codirectional",0.263077790501445,"U712_01755"
"codirectional",-1.17154694728975,"U712_01760"
"codirectional",-0.247581629897496,"U712_01765"
"head-on",0.60596437402443,"U712_01770"
"head-on",0.739383156400927,"U712_01775"
"head-on",0.0533391009994251,"U712_01780"
"head-on",0.212734723266964,"U712_01785"
"head-on",0.19603616889475,"U712_01790"
"codirectional",-0.225998436796025,"U712_01795"
"head-on",-1.70232858189551,"U712_01800"
"codirectional",0.536455554829942,"U712_01820"
"codirectional",-0.655114380091948,"U712_01825"
"head-on",-0.253159857085427,"U712_01830"
"head-on",-0.662629349218395,"U712_01835"
"codirectional",-0.162861740755432,"U712_01840"
"head-on",0.429585520197474,"U712_01845"
"head-on",0.754924449077053,"U712_01850"
"head-on",-0.557508275367114,"U712_01855"
"head-on",0.864581522145499,"U712_01860"
"head-on",0.861995066882336,"U712_01865"
"head-on",1.13628002594653,"U712_01870"
"head-on",-0.209811217204446,"U712_01875"
"codirectional",-1.30618040880653,"U712_01880"
"codirectional",-1.0578512372013,"U712_01885"
"codirectional",-0.288188465248884,"U712_01895"
"head-on",0.615356227171498,"U712_01900"
"codirectional",-0.877465834950719,"U712_01905"
"head-on",-0.941526546795875,"U712_01910"
"codirectional",-1.1429649122337,"U712_01915"
"codirectional",-0.935081647697986,"U712_01920"
"codirectional",-0.652845991633795,"U712_01925"
"head-on",-1.09037005369476,"U712_01935"
"codirectional",0.0405456893087199,"U712_01940"
"codirectional",0.196055570064482,"U712_01945"
"codirectional",0.629090765093377,"U712_01950"
"codirectional",0.239177018338229,"U712_01955"
"head-on",-0.38941507042213,"U712_01960"
"head-on",-0.502610442764515,"U712_01965"
"head-on",-0.498316677257138,"U712_01970"
"codirectional",0.926185700089278,"U712_01980"
"codirectional",1.07995065623623,"U712_01985"
"codirectional",1.20459359895974,"U712_01990"
"head-on",0.602390125100124,"U712_01995"
"head-on",0.589253830227429,"U712_02000"
"head-on",0.0445205271362839,"U712_02005"
"head-on",0.176125269126526,"U712_02010"
"codirectional",0.961471611804063,"U712_02015"
"head-on",-0.952440414153929,"U712_02020"
"codirectional",-1.36192889629443,"U712_02025"
"codirectional",0.448537680468418,"U712_02030"
"codirectional",-1.7746541353797,"U712_02035"
"codirectional",-1.30474607656037,"U712_02040"
"head-on",1.16339281438282,"U712_02045"
"head-on",1.03145446764402,"U712_02050"
"head-on",1.09733886688657,"U712_02055"
"codirectional",0.219606854434383,"U712_02060"
"codirectional",0.896745913948105,"U712_02070"
"codirectional",0.203820389622985,"U712_02075"
"codirectional",0.295793402103888,"U712_02085"
"head-on",0.295458116618625,"U712_02090"
"codirectional",0.695323334504399,"U712_02095"
"codirectional",0.728273509307705,"U712_02100"
"codirectional",-0.0945805590868048,"U712_02105"
"codirectional",-0.13073930067591,"U712_02110"
"codirectional",-0.0788051515723305,"U712_02115"
"codirectional",-0.0238202730450997,"U712_02125"
"codirectional",0.0924715560688711,"U712_02130"
"codirectional",0.813052628697044,"U712_02135"
"head-on",0.559970216860109,"U712_02140"
"codirectional",0.87554030508271,"U712_02145"
"codirectional",0.762711539611017,"U712_02150"
"codirectional",-1.56507609977405,"U712_02160"
"codirectional",-0.36946069201001,"U712_02165"
"head-on",-0.387680826170866,"U712_02170"
"codirectional",0.0349040150835688,"U712_02175"
"codirectional",-0.0473268975796015,"U712_02180"
"codirectional",-0.552284325080654,"U712_02185"
"codirectional",0.917061391121619,"U712_02190"
"codirectional",0.633584402936156,"U712_02195"
"head-on",1.92450168267985,"U712_02200"
"head-on",2.07047646359334,"U712_02205"
"head-on",0.285017862607698,"U712_02210"
"head-on",-0.696151587382976,"U712_02215"
"head-on",-0.63898707420687,"U712_02220"
"codirectional",-0.0487257145196599,"U712_02225"
"codirectional",0.861259647286658,"U712_02230"
"codirectional",-0.286954937557172,"U712_02235"
"codirectional",-0.236767068626582,"U712_02240"
